Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Purugly (Shadow),54.5,432,normal,none,157.1,124.4,158,3087658,50,2208,Shadow Claw,Aerial Ace,Thunder,6,8,3,50000
Wormadam (Sandy),54.4,413,bug,ground,131.1,163.9,142,3050116,50,2005,Sucker Punch,Bulldoze,Bug Buzz,7,9,1,10000
Indeedee (Male),54.3,876,psychic,normal,174.4,147.3,139,3571053,46.5,2496,Extrasensory,Shadow Ball,Psychic,5,6,3,50000
Stantler,54.3,234,normal,none,173.9,122.7,161,3435721,50,2447,Tackle,Wild Charge,Stomp,15,14,3,50000
Seadra,53.6,117,water,none,169.7,143.7,135,3292684,50,2366,Dragon Breath,Dragon Pulse,Hydro Pump,14,19,3,50000
Graveler,53.5,75,rock,ground,150.4,150.4,135,3054278,50,2145,Mud Slap,Rock Slide*,Dig,5,5,1,10000
Graveler (Shadow),53.5,75,rock,ground,150.4,150.4,135,3054278,50,2145,Mud Slap,Rock Slide*,Dig,5,5,1,10000
Stantler (Shadow),53.1,234,normal,none,173.9,122.7,161,3435721,50,2447,Tackle,Wild Charge,Stomp,15,14,3,50000
Gorebyss,52.7,368,water,none,174.2,157.2,130,3560207,44,2494,Confusion,Water Pulse,Psychic,4,4,3,50000
Boldore (Shadow),52.2,525,rock,none,158.8,132.8,157,3310452,50,2293,Mud Slap,Rock Slide,Bulldoze,5,5,3,50000
Arbok (Shadow),51.8,24,poison,none,152.9,141.2,142,3065757,50,2171,Acid,Dark Pulse,Sludge Wave,7,9,3,50000
Bastiodon,51.3,411,rock,steel,91.6,252.9,142,3289653,50,1741,Smack Down,Stone Edge,Flamethrower,7,7,5,75000
Raticate (Alolan) (Shadow),50.9,20,dark,normal,126,142,164,2935557,50,1927,Quick Attack,Crunch,Hyper Beam,6,10,1,10000
Porygon-Z,50.4,474,normal,none,190.2,115.9,149,3284573,28,2500,Lock On,Tri Attack*,Zap Cannon,10,16,3,50000
Raticate (Alolan),50.4,20,dark,normal,126,142,164,2935557,50,1927,Quick Attack,Crunch,Return<sup>†</sup>,6,9,1,10000
Rampardos (Shadow),50.1,409,rock,none,209.5,86.9,163,2965855,27.5,2494,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Bastiodon (Shadow),49.8,411,rock,steel,91.6,252.9,142,3289653,50,1741,Smack Down,Stone Edge,Flamethrower,7,7,5,75000
Cherrim (Overcast),49.8,421,grass,none,155.5,141.2,157,3445477,50,2315,Bullet Seed,Dazzling Gleam,Solar Beam,5,7,1,10000
Hoopa,49.8,720,psychic,ghost,187.1,137.5,128,3292971,26.5,2487,Confusion,Shadow Ball,Psychic,4,4,20,100000
Grotle (Shadow),49.7,388,grass,none,144.5,132.8,164,3147010,50,2137,Razor Leaf,Energy Ball,Body Slam,12,9,3,10000
Grotle,49.1,388,grass,none,144.5,132.8,164,3147010,50,2137,Razor Leaf,Body Slam,Energy Ball,9,12,3,10000
Gumshoos,47.7,735,normal,none,175.6,107.6,184,3475704,50,2470,Bite,Rock Tomb,Crunch,25,23,1,10000
Seadra (Shadow),47.7,117,water,none,169.7,143.7,135,3292684,50,2366,Dragon Breath,Dragon Pulse,Hydro Pump,14,19,3,50000
Porygon-Z (Shadow),47.2,474,normal,none,190.2,115.9,149,3284573,28,2500,Lock On,Tri Attack*,Zap Cannon,10,16,3,50000
Hoopa (Unbound),47,720,psychic,dark,201.1,129.1,117,3037339,22,2473,Confusion,Shadow Ball,Dark Pulse,4,4,20,100000
Rampardos,43.7,409,rock,none,209.5,86.9,163,2965855,27.5,2494,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Lilligant,43.6,549,grass,none,175,136.5,149,3558858,42.5,2498,Charm,Petal Blizzard,Hyper Beam,9,10,1,10000
Thwackey,43.5,811,grass,none,151.3,125.2,157,2973221,50,2121,Razor Leaf,Energy Ball,Grass Knot,12,13,3,10000
Tornadus (Incarnate),42.6,641,flying,none,189.8,124.7,138,3266915,27.5,2490,Air Slash,Hurricane,Grass Knot,7,6,20,100000
Tornadus (Incarnate) (Shadow),41.5,641,flying,none,189.8,124.7,138,3266915,27.5,2490,Air Slash,Hurricane,Grass Knot,7,6,20,100000
Deoxys (Speed),41.4,386,psychic,none,180,169.6,113,3449282,32,2492,Charge Beam,Psycho Boost,Swift,4,4,20,100000
Illumise,40.8,314,bug,none,132.8,152.1,149,3008782,50,2002,Tackle,Silver Wind,Dazzling Gleam,15,19,3,50000
Regigigas,38.8,486,normal,none,178.1,135.9,143,3461848,21,2490,Hidden Power (Ice),Crush Grip*,Thunder,7,8,20,100000
Regigigas (Shadow),35.2,486,normal,none,181.8,132.8,141,3405347,21,2491,Hidden Power (Ice),Crush Grip*,Thunder,7,8,20,100000
Volbeat,34.2,313,bug,none,132.8,152.1,149,3008782,50,2002,Tackle,Thunderbolt,Bug Buzz,19,20,3,50000
Shaymin (Land),30,492,grass,none,152.6,158.3,169,4083556,28.5,2496,Magical Leaf,Grass Knot,Seed Flare*,5,8,20,100000
Audino,27.7,531,normal,none,108.4,149.6,205,3323780,50,1902,Zen Headbutt,Body Slam*,Disarming Voice,6,8,3,50000
Chansey,24.4,113,normal,none,63,120.2,421,3188219,50,1418,Zen Headbutt,Dazzling Gleam,Psychic,10,10,5,75000
Slaking,17,289,normal,none,178.4,108.9,180,3496428,20.5,2499,Yawn,Body Slam*,Earthquake,3,6,5,75000
Slaking (Shadow),15.7,289,normal,none,178.4,108.9,180,3496428,20.5,2499,Yawn,Body Slam*,Earthquake,3,6,5,75000
